Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,PlayerPictureId,PG,PM,PPTS,PTRB,PAST,PSTL,PBLK,PTO,PFGM,PFGA,P3PM,P3PA,PFTA,PFTM,POREB,PDREB,PDD,PTD
311,Kenyon Martin Jr.,SF,22,LAC,82,49,28,5,8.8,0.569,0.8,2.6,0.315,4.2,6.1,0.679,1.8,2.7,0.68,1.5,4,5.5,1.5,0.5,0.4,1.1,12.7,2292,410,720,68,216,342,504,151,222,126,326,452,123,41,30,91,1039,1630231,80,27.2,12.075,5.3875,1.6625,0.5625,0.55,0.9875,4.7625,8.5875,0.925,2.7625,1.625,2.3875,1.45,3.9375,3.2,0
312,Tyrese Martin,SG,23,MIN,16,0,4.1,0.6,1.4,0.391,0.1,0.4,0.143,0.5,1,0.5,0.1,0.1,1,0.3,0.4,0.8,0.1,0.1,0,0.1,1.3,66,9,23,1,7,8,16,2,2,5,7,12,2,1,0,2,21,fallback,28,8.10714,3.53571,2.82143,0.53571,0.14286,0.32143,0.5,1.28571,2.85714,0.25,0.67857,0.71429,1,0.85714,1.96429,0,0
313,Garrison Mathews,SG-SF,26,ATL,54,0,12.7,1.4,3.7,0.363,1.2,3.3,0.35,0.2,0.4,0.476,0.9,1,0.906,0.2,1.1,1.4,0.5,0.4,0.1,0.4,4.8,686,73,201,63,180,10,21,48,53,11,62,73,26,24,5,19,257,fallback,40,8.8,3.45,0.975,0.325,0.3,0.125,0.2,0.975,2.375,0.75,1.975,0.75,0.925,0.175,0.8,0,0
314,Bennedict Mathurin,SG-SF,20,IND,78,17,28.5,5.3,12.2,0.434,1.3,4,0.323,4,8.2,0.488,4.8,5.8,0.828,1.1,3,4.1,1.5,0.6,0.2,1.9,16.7,2222,413,951,100,310,313,641,376,454,87,231,318,116,48,13,152,1302,1631097,77,30.80519,18.66234,4.37662,2,0.5974,0.33766,1.8961,5.93506,13.32468,1.64935,4.77922,5.14286,6.12987,1.31169,3.06494,0,0
315,Wesley Matthews,SF,36,ATL,52,0,15.8,1.1,3.1,0.363,0.8,2.4,0.315,0.4,0.7,0.528,0.5,0.5,0.857,0.7,1.5,2.2,0.7,0.4,0.3,0.3,3.4,820,58,160,39,124,19,36,24,28,34,79,113,34,20,13,18,179,202083,49,20.44898,5.08163,1.87755,0.73469,0.46939,0.16327,0.36735,1.77551,4.4898,1.08163,3.20408,0.44898,0.57143,0.61224,1.26531,0,0
316,Tyrese Maxey,PG-SG,22,PHI,60,41,33.6,7.3,15.2,0.481,2.7,6.2,0.434,4.7,9.1,0.513,3,3.6,0.845,0.4,2.6,2.9,3.5,0.8,0.1,1.3,20.3,2016,439,913,160,369,279,544,180,213,23,153,176,212,49,8,80,1218,1630178,75,35.70667,21,3.22667,3.96,0.74667,0.42667,1.18667,7.45333,15.56,2.73333,6.32,3.36,3.93333,0.34667,2.88,0.5,0
317,Skylar Mays,SG,25,POR,6,6,31.5,5.7,11.3,0.5,2,4.3,0.462,3.7,7,0.524,2,2.2,0.923,0.3,2.8,3.2,8.3,1,0.2,1.7,15.3,189,34,68,12,26,22,42,12,13,2,17,19,50,6,1,10,92,fallback,20,7.85,2.9,0.9,0.6,0.25,0,0.35,1.15,2.3,0.3,0.9,0.3,0.3,0.2,0.7,0,0
318,Miles McBride,PG,22,NYK,64,2,11.9,1.2,3.4,0.358,0.6,2.1,0.299,0.6,1.3,0.457,0.4,0.7,0.667,0.2,0.6,0.8,1.1,0.6,0.1,0.4,3.5,760,77,215,40,134,37,81,28,42,13,37,50,72,37,8,25,222,fallback,40,9.3,2.225,1.05,1.025,0.35,0.025,0.125,0.8,2.7,0.425,1.7,0.2,0.3,0.1,0.95,0,0
319,Mac McClung,SG,24,PHI,2,0,20.5,4.5,10,0.45,2,5.5,0.364,2.5,4.5,0.556,1.5,2.5,0.6,1.5,3.5,5,4.5,0,0,1.5,12.5,41,9,20,4,11,5,9,3,5,3,7,10,9,0,0,3,25,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,CJ McCollum,PG-SG,31,NOP,75,75,35.3,7.8,17.9,0.437,2.8,7.2,0.389,5,10.7,0.469,2.4,3.2,0.769,0.7,3.6,4.4,5.7,0.9,0.5,2.4,20.9,2649,587,1344,211,543,376,801,183,238,55,273,328,429,70,38,183,1568,203468,70,34.4,19.48571,4.31429,5.05714,1.12857,0.35714,2.04286,7.3,16.64286,2.65714,6.98571,2.22857,2.88571,0.84286,3.45714,4.8,0
321,T.J. McConnell,PG,30,IND,75,6,20.3,3.8,6.9,0.543,0.3,0.8,0.441,3.4,6.2,0.556,0.8,0.9,0.853,0.6,2.5,3.1,5.3,1.1,0.1,1.9,8.7,1526,283,521,26,59,257,462,58,68,45,189,234,397,81,10,143,650,204456,71,20.80282,7.29577,2.87324,4.1831,0.92958,0.32394,0.92958,3.1831,6.6338,0.32394,1.05634,0.60563,0.73239,0.6338,2.23944,4,0
322,Jaden McDaniels,SF,22,MIN,79,79,30.6,4.7,9.1,0.517,1.4,3.4,0.398,3.3,5.7,0.588,1.3,1.8,0.736,1.2,2.7,3.9,1.9,0.9,1,1.4,12.1,2416,370,716,107,269,263,447,106,144,92,215,307,148,74,76,112,953,1630183,77,31.19481,11.48052,5.06494,1.36364,1.05195,0.93506,1.2987,4.50649,9.58442,1.46753,4.36364,1,1.23377,1.31169,3.75325,0,0
323,Jalen McDaniels,PF,25,TOR,80,24,23.9,3.5,7.7,0.455,1,2.9,0.332,2.6,4.8,0.53,1.5,1.7,0.841,0.8,3.5,4.3,1.6,1,0.4,1.2,9.4,1913,281,617,77,232,204,385,116,138,63,283,346,130,83,34,93,755,1630183,72,17.80556,6.63889,3.375,1.15278,0.51389,0.44444,0.72222,2.40278,5.05556,0.77778,2.15278,1.05556,1.43056,0.73611,2.63889,2.1,0
324,Doug McDermott,SF,31,SAS,64,0,20.5,3.7,8.2,0.457,1.9,4.7,0.413,1.8,3.5,0.516,0.8,1.1,0.757,0.4,1.8,2.2,1.4,0.2,0.1,0.9,10.2,1314,239,523,123,298,116,225,53,70,24,115,139,91,13,6,58,654,203926,65,19.70769,9.75385,1.84615,1.03077,0.21538,0.09231,0.69231,3.6,7.87692,1.89231,4.52308,0.66154,0.81538,0.29231,1.56923,0,0
325,JaVale McGee,C,35,SAC,42,7,8.5,1.9,3,0.64,0,0.1,0.4,1.9,2.9,0.65,0.6,1,0.585,0.7,1.8,2.5,0.3,0.1,0.6,0.9,4.4,355,80,125,2,5,78,120,24,41,30,77,107,11,4,26,36,186,201580,31,6.09677,3.70968,2.45161,0.22581,0.12903,0.48387,0.51613,1.54839,2.80645,0.09677,0.48387,0.51613,0.77419,0.80645,1.64516,0,0
326,Bryce McGowens,SG,20,CHA,46,7,17.1,1.7,4.4,0.396,0.6,1.7,0.325,1.2,2.7,0.443,1.3,1.7,0.75,0.4,1.6,2,1.2,0.3,0.1,0.9,5.3,787,80,202,26,80,54,122,60,80,20,73,93,54,15,6,43,246,fallback,65,5.50769,2.81538,1.90769,0.35385,0.10769,0.23077,0.33846,1.07692,1.93846,0.16923,0.46154,0.49231,0.67692,0.56923,1.33846,0,0
327,Rodney McGruder,SG,31,GSW,32,12,16.4,1.9,4.8,0.408,1.3,3,0.423,0.7,1.7,0.382,0.6,0.7,0.818,0.6,1.7,2.3,0.9,0.5,0,0.3,5.7,524,62,152,41,97,21,55,18,22,20,54,74,28,16,1,11,183,203585,35,11.11429,4,1.62857,0.71429,0.31429,0.11429,0.34286,1.42857,3.31429,0.85714,2.14286,0.28571,0.37143,0.45714,1.17143,0,0
328,Jordan McLaughlin,PG,26,MIN,43,0,15.8,1.4,3.4,0.421,0.6,1.8,0.308,0.9,1.6,0.552,0.3,0.4,0.833,0.3,1.1,1.4,3.4,0.7,0.1,0.8,3.7,678,61,145,24,78,37,67,15,18,15,47,62,148,32,4,33,161,fallback,48,14.54167,3.75,1.52083,2.89583,0.91667,0.16667,0.60417,1.41667,3.22917,0.4375,1.375,0.47917,0.64583,0.35417,1.16667,0.4,0
329,De'Anthony Melton,PG-SG,24,PHI,77,58,27.9,3.6,8.5,0.425,2,5.2,0.39,1.6,3.2,0.484,0.9,1.1,0.793,0.9,3.2,4.1,2.6,1.6,0.5,1.3,10.1,2150,277,651,157,403,120,248,69,87,69,243,312,197,126,41,102,780,1629001,77,28.1039,10.06494,4.35065,2.81818,1.53247,0.66234,1.8961,3.62338,8.71429,2.01299,5.28571,0.80519,1.03896,0.84416,3.50649,1,0
330,Sam Merrill,SG,26,CLE,5,0,11.8,1.8,4.4,0.409,1,3.6,0.278,0.8,0.8,1,0.4,0.4,1,0,1.8,1.8,1,0.8,0,0,5,59,9,22,5,18,4,4,2,2,0,9,9,5,4,0,0,25,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,Chimezie Metu,C,25,PHO,66,0,10.4,2,3.3,0.589,0.1,0.6,0.237,1.8,2.7,0.663,0.8,1.1,0.74,0.7,2.3,3,0.6,0.3,0.3,0.5,4.9,689,129,219,9,38,120,181,54,73,47,151,198,40,22,21,32,321,fallback,55,8.2,3.52727,2.14545,0.38182,0.32727,0.2,0.4,1.34545,2.87273,0.38182,1.2,0.45455,0.58182,0.21818,1.92727,0,0
332,Khris Middleton,SF,31,MIL,33,19,24.3,5.4,12.3,0.436,1.5,4.9,0.315,3.8,7.4,0.516,2.8,3.1,0.902,0.8,3.4,4.2,4.9,0.7,0.2,2.2,15.1,801,177,406,51,162,126,244,92,102,28,112,140,163,23,5,71,497,203114,67,32.40299,18.76119,5.38806,4,0.89552,0.10448,2.19403,6.8806,14.89552,1.9403,5,3.0597,3.38806,0.62687,4.76119,5.3,0
333,Patty Mills,PG,34,ATL,40,2,14.2,2.2,5.2,0.411,1.2,3.4,0.366,0.9,1.9,0.493,0.6,0.8,0.833,0.2,0.9,1.1,1.4,0.4,0.1,0.8,6.2,567,86,209,49,134,37,75,25,30,8,36,44,56,15,3,30,246,201988,75,28.50667,11.05333,1.89333,2.22667,0.61333,0.2,0.89333,3.88,9.64,2.69333,6.90667,0.6,0.72,0.21333,1.68,0,0
334,Shake Milton,PG,26,MIN,76,11,20.6,3.2,6.6,0.479,0.7,1.9,0.378,2.4,4.7,0.521,1.3,1.5,0.853,0.5,2,2.5,3.2,0.3,0.2,1.2,8.4,1567,241,503,56,148,185,355,99,116,39,152,191,240,25,13,94,637,1629003,74,19.40541,7.77027,2.33784,2.28378,0.45946,0.28378,0.72973,3,6.63514,0.75676,2.18919,1.01351,1.2027,0.5,1.83784,1.6,0
335,Justin Minaya,SF,23,POR,4,0,22.3,1.8,5.8,0.304,0.8,3,0.25,1,2.8,0.364,0,0.3,0,0.8,3,3.8,1,0.5,1.3,1,4.3,89,7,23,3,12,4,11,0,1,3,12,15,4,2,5,4,17,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Josh Minott,SF,20,MIN,15,0,6.4,1.2,2.4,0.5,0.1,0.4,0.333,1.1,2,0.533,0.5,0.5,1,0.3,1.3,1.7,0.3,0.3,0.4,0.2,3.1,96,18,36,2,6,16,30,8,8,5,20,25,5,4,6,3,46,fallback,65,6.8,3.47692,2.36923,0.44615,0.13846,0.27692,0.41538,1.33846,2.4,0.2,0.58462,0.6,0.83077,0.70769,1.66154,0,0
337,Davion Mitchell,PG,24,SAC,80,9,18.1,2.3,5,0.454,0.8,2.5,0.32,1.5,2.5,0.584,0.3,0.4,0.806,0.2,1.1,1.3,2.3,0.6,0.2,0.8,5.6,1447,181,399,63,197,118,202,25,31,16,89,105,185,44,15,62,450,1630558,77,19,6.23377,1.55844,2.53247,0.71429,0.32468,0.71429,2.46753,5.19481,0.90909,2.5974,0.38961,0.51948,0.32468,1.23377,1.6,0
338,Donovan Mitchell,PG-SG,26,CLE,68,68,35.8,10,20.6,0.484,3.6,9.3,0.386,6.4,11.3,0.566,4.7,5.4,0.867,0.9,3.3,4.3,4.4,1.5,0.4,2.6,28.3,2432,679,1402,245,635,434,767,319,368,63,226,289,301,99,27,180,1922,1628378,71,35.50704,27.15493,4.42254,5.60563,1.5493,0.1831,3.12676,9.61972,20.61972,3.50704,9.30986,4.40845,5.11268,0.85915,3.5493,4.1,0
339,Evan Mobley,PF-C,21,CLE,79,79,34.4,6.6,12,0.554,0.3,1.3,0.216,6.4,10.7,0.595,2.6,3.8,0.674,2.4,6.6,9,2.8,0.8,1.5,1.8,16.2,2715,525,947,22,102,503,845,205,304,187,524,711,224,60,119,146,1277,1630596,75,34.50667,17.2,9.2,3.04,0.93333,1.54667,1.97333,6.97333,12.68,0.36,1.30667,2.89333,4.14667,2.30667,6.89333,23.3,0
340,Isaiah Mobley,PF,23,CLE,13,0,6.5,0.9,2.2,0.429,0.2,0.6,0.375,0.7,1.5,0.45,0.3,0.3,1,0.3,1.2,1.5,0.2,0.3,0.2,0.1,2.4,84,12,28,3,8,9,20,4,4,4,16,20,3,4,3,1,31,fallback,27,5,2.59259,1.74074,0.33333,0.11111,0.22222,0.2963,1,1.77778,0.14815,0.44444,0.44444,0.62963,0.51852,1.22222,0,0
341,Chima Moneke,SF,27,SAC,2,0,4,0.5,1,0.5,0,0,0,0.5,1,0.5,0,1,0,1,0,1,0.5,0,0,1,1,8,1,2,0,0,1,2,0,2,2,0,2,1,0,0,2,2,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Malik Monk,SG-SF,24,SAC,77,0,22.3,4.6,10.3,0.448,1.9,5.2,0.359,2.8,5.2,0.538,2.4,2.7,0.889,0.4,2.2,2.6,3.9,0.6,0.3,1.9,13.5,1719,357,796,143,398,214,398,184,207,32,171,203,298,49,20,146,1041,1628370,77,26.80519,11.98701,3.20779,2.72727,0.76623,0.36364,1.53247,4.32468,9.54545,2.14286,5.53247,1.19481,1.46753,0.46753,2.74026,0.5,0
343,Moses Moody,SG,20,GSW,63,3,13,1.7,3.6,0.476,0.8,2.1,0.363,0.9,1.5,0.641,0.6,0.8,0.698,0.4,1.2,1.7,0.8,0.3,0.1,0.5,4.8,817,108,227,49,135,59,92,37,53,28,77,105,51,18,7,34,302,1630541,71,18.80282,7.12676,2.47887,0.71831,0.21127,0.30986,0.40845,2.5493,5.66197,1.23944,3.40845,0.78873,1.11268,0.52113,1.95775,0,0
344,Xavier Moon,SG,28,LAC,4,0,5,0.8,2.3,0.333,0.3,0.8,0.333,0.5,1.5,0.333,0,0,0,0,0.8,0.8,1.3,0,0,0.3,1.8,20,3,9,1,3,2,6,0,0,0,3,3,5,0,0,1,7,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Wendell Moore Jr.,SG,21,MIN,29,2,5.3,0.6,1.5,0.419,0.1,0.6,0.118,0.6,0.9,0.615,0.1,0.2,0.8,0.1,0.5,0.6,0.6,0.3,0.2,0.3,1.4,153,18,43,2,17,16,26,4,5,4,14,18,18,8,5,8,42,fallback,40,4.5,2.275,1.575,0.3,0.075,0.175,0.275,0.875,1.575,0.125,0.375,0.4,0.55,0.475,1.1,0,0
346,Ja Morant,PG,23,MEM,61,59,31.9,9.3,19.9,0.466,1.5,4.9,0.307,7.8,15,0.519,6.1,8.1,0.748,1,4.9,5.9,8.1,1.1,0.3,3.4,26.2,1948,566,1214,92,300,474,914,372,497,61,296,357,493,66,16,206,1596,1629630,45,32.2,26,5.73333,7.66667,1.08889,0.37778,3.28889,9.51111,20.26667,1.64444,4.91111,5.33333,6.93333,1.37778,4.37778,12.3,0
347,Marcus Morris,PF,33,LAC,65,65,28.1,4.2,9.9,0.426,1.7,4.7,0.364,2.5,5.2,0.484,1,1.3,0.782,0.4,3.5,4,1.8,0.6,0.3,0.9,11.2,1825,274,643,112,308,162,335,68,87,29,229,258,114,42,21,56,728,202694,63,23.20635,10.28571,3.53968,1.68254,0.4127,0.26984,1.01587,3.84127,8.85714,1.53968,4.07937,1.06349,1.26984,0.38095,3.15873,2,0
348,Markieff Morris,PF,33,DAL,35,2,10.1,1.3,3.3,0.409,0.8,2,0.394,0.5,1.3,0.432,0.3,0.3,1,0.4,1.7,2,0.9,0.3,0.1,0.5,3.8,355,47,115,28,71,19,44,10,10,13,58,71,31,9,5,18,132,202693,43,12.09302,5.13953,1.83721,0.93023,0.23256,0.04651,0.81395,2.13953,4.62791,0.53488,1.5814,0.32558,0.37209,0.69767,1.13953,0,0
349,Monte Morris,PG,27,DET,62,61,27.3,4,8.3,0.48,1.3,3.3,0.382,2.7,5,0.543,1,1.2,0.831,0.4,3,3.4,5.3,0.7,0.2,1,10.3,1695,247,515,78,204,169,311,64,77,26,184,210,326,43,13,60,636,1628420,75,23.89333,10.06667,2.06667,3.4,0.8,0.2,0.73333,3.93333,8.2,1.13333,2.8,1.06667,1.30667,0.33333,1.73333,1,0
350,Trey Murphy III,SG-SF,22,NOP,79,65,31,4.9,10.1,0.484,2.6,6.3,0.406,2.3,3.8,0.611,2.2,2.4,0.905,0.7,2.8,3.6,1.4,1.1,0.5,0.8,14.5,2448,387,800,202,497,185,303,172,190,59,222,281,112,89,43,61,1148,fallback,60,30.4,14.7,3.8,1.3,1.2,0.5,0.6,4.88333,10.5,2.85,7,2.08333,2.3,1,2.8,0.5,0
351,Dejounte Murray,PG-SG,26,ATL,74,74,36.4,8.3,17.8,0.464,1.8,5.2,0.344,6.5,12.6,0.514,2.1,2.6,0.832,0.7,4.5,5.3,6.1,1.5,0.3,2.2,20.5,2693,612,1319,133,387,479,932,158,190,53,336,389,448,112,19,160,1515,1627749,74,36.09459,20.66216,6,6,1.68919,0.2973,2.22973,8.27027,18,1.82432,5.40541,2.2973,2.83784,1,5,24.7,0
352,Jamal Murray,PG,25,DEN,65,65,32.8,7.3,16,0.454,2.6,6.6,0.398,4.6,9.4,0.494,2.8,3.3,0.833,0.7,3.2,4,6.2,1,0.2,2.2,20,2133,473,1041,172,432,301,609,180,216,48,209,257,400,66,16,145,1298,1627750,70,33.7,21.94286,4.2,6.82857,1.05714,0.31429,2.41429,7.87143,17.11429,3.04286,7.55714,3.15714,3.67143,0.84286,3.35714,5.5,0
353,Keegan Murray,SF-PF,22,SAC,80,78,29.8,4.4,9.8,0.453,2.6,6.3,0.411,1.9,3.5,0.527,0.8,1,0.765,1.1,3.5,4.6,1.2,0.8,0.5,0.8,12.2,2382,354,782,206,501,148,281,62,81,89,282,371,98,61,42,60,976,1631099,78,31.69231,15.32051,5.20513,1.53846,1,0.51282,1,5.12821,11.02564,2.88462,7,2.17949,2.79487,1.10256,4.10256,4,0
354,Mike Muscala,C,31,WAS,63,9,15,2.1,4.6,0.449,1.3,3.3,0.391,0.8,1.3,0.588,0.6,0.8,0.769,0.6,2.6,3.2,0.8,0.2,0.4,0.4,6.1,945,131,292,81,207,50,85,40,52,37,166,203,50,15,24,23,383,203488,48,11,6.29167,2.39583,0.41667,0.33333,0.47917,0.25,2.0625,4.60417,1.25,3.02083,0.91667,1.0625,0.39583,2,0,0
355,Svi Mykhailiuk,SG,25,BOS,32,8,14.6,2.4,5.4,0.445,1.3,3.1,0.424,1.1,2.3,0.473,0.8,1.2,0.667,0.5,1.2,1.7,1.7,0.5,0.1,0.8,6.9,468,77,173,42,99,35,74,26,39,15,38,53,53,15,4,24,222,fallback,30,12.8,4.56667,1.63333,0.8,0.46667,0.06667,0.56667,1.63333,4.16667,0.73333,2.4,0.56667,0.66667,0.36667,1.3,0,0
356,Larry Nance Jr.,PF-C,30,NOP,65,1,21.2,2.9,4.7,0.61,0.2,0.6,0.333,2.6,4,0.654,0.8,1.2,0.696,1.6,3.8,5.4,1.8,0.9,0.6,0.6,6.8,1381,186,305,14,42,172,263,55,79,106,248,354,119,56,37,42,441,1626204,68,20.60294,6.95588,4.91176,2.04412,0.85294,0.39706,0.73529,2.94118,4.89706,0.26471,0.79412,0.80882,1.13235,1.42647,3.48529,1.8,0
357,Andrew Nembhard,SG,23,IND,75,63,27.6,3.8,8.6,0.441,1.2,3.5,0.35,2.6,5.1,0.504,0.7,0.8,0.79,0.5,2.2,2.7,4.5,0.9,0.2,1.7,9.5,2073,284,644,92,263,192,381,49,62,35,164,199,341,70,13,126,709,1629614,65,2.4,1.24615,0.83077,0.15385,0.04615,0.09231,0.15385,0.47692,0.84615,0.07692,0.2,0.21538,0.29231,0.24615,0.58462,0,0
358,Aaron Nesmith,SF,23,IND,73,60,24.9,3.5,8.1,0.427,1.6,4.3,0.366,1.9,3.8,0.496,1.6,1.9,0.838,0.8,2.9,3.8,1.3,0.8,0.5,1,10.1,1816,252,590,115,314,137,276,119,142,62,215,277,98,55,34,75,738,fallback,52,15,5.13462,2.32692,0.57692,0.51923,0.13462,0.80769,1.88462,4.75,0.80769,3,0.55769,0.67308,0.38462,1.94231,0.4,0
359,Raul Neto,PG,30,CLE,48,1,10.5,1.2,2.3,0.518,0.3,0.9,0.286,0.9,1.4,0.662,0.6,0.7,0.912,0.2,0.8,1,1.6,0.4,0.1,0.5,3.3,505,57,110,12,42,45,68,31,34,10,36,46,79,17,4,24,157,203526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Georges Niang,PF,29,CLE,78,1,19.4,2.8,6.4,0.442,2,4.9,0.401,0.9,1.5,0.576,0.5,0.6,0.867,0.2,2.1,2.4,1,0.4,0.2,0.7,8.2,1512,222,502,154,384,68,118,39,45,19,166,185,77,30,14,54,637,1627777,77,18.7013,8.07792,2.28571,1.15584,0.33766,0.15584,0.66234,2.81818,6.55844,1.85714,4.57143,0.58442,0.66234,0.28571,2.01299,0,0
361,Daishen Nix,PG,20,MIN,57,7,16,1.4,4.2,0.342,0.7,2.5,0.286,0.7,1.7,0.423,0.4,0.6,0.667,0.3,1.4,1.7,2.3,0.5,0.1,1.5,4,914,81,237,40,140,41,97,24,36,18,80,98,132,31,7,86,226,fallback,24,10.875,3.20833,1.375,1.66667,0.625,0,1.08333,1.125,2.79167,0.29167,1.08333,0.66667,1.25,0.29167,1.08333,0,0
362,Zeke Nnaji,PF,22,DEN,53,5,13.7,2.1,3.7,0.561,0.3,1.2,0.262,1.8,2.5,0.71,0.8,1.2,0.645,1.2,1.4,2.6,0.3,0.3,0.4,0.6,5.2,728,110,196,17,65,93,131,40,62,65,73,138,18,17,23,31,277,fallback,62,19.30645,6.45161,4.27419,0.48387,0.45161,0.37097,0.66129,2.32258,4.85484,0.6129,1.77419,1.19355,1.8871,1.62903,2.64516,0.7,0
363,Nerlens Noel,C,28,PHI,17,4,11.5,0.8,2.1,0.361,0.1,0.1,0.5,0.7,2,0.353,0.5,0.7,0.667,0.6,2.1,2.7,0.6,0.9,0.6,0.8,2.1,195,13,36,1,2,12,34,8,12,10,36,46,10,16,10,13,35,203457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Jaylen Nowell,SG,23,SAC,65,2,19.3,4.3,9.6,0.448,1,3.6,0.289,3.3,6,0.542,1.2,1.5,0.778,0.6,2.1,2.6,2,0.6,0.1,1,10.8,1252,280,625,67,232,213,393,77,99,36,134,170,132,42,5,65,704,1629669,66,14.80303,8.01515,1.86364,1.9697,0.40909,0.15152,0.54545,2.98485,6.27273,0.92424,2.42424,1.12121,1.39394,0.33333,1.5303,0,0
365,Frank Ntilikina,PG,24,CHA,47,5,12.9,1,2.8,0.364,0.4,1.4,0.254,0.7,1.4,0.477,0.5,0.7,0.667,0.1,1.2,1.3,1.2,0.3,0.1,0.6,2.9,607,48,132,17,67,31,65,22,33,7,55,62,58,16,7,29,135,1628373,58,11.81034,4.13793,1.36207,1.18966,0.46552,0.12069,0.53448,1.53448,3.84483,0.65517,1.91379,0.41379,0.43103,0.2069,1.15517,0,0
366,Kendrick Nunn,SG-PG,27,WAS,70,2,13.8,2.7,6.4,0.424,1.1,3.2,0.354,1.6,3.2,0.493,0.5,0.6,0.854,0.2,1.3,1.6,1.3,0.4,0.1,0.9,7.1,964,191,450,79,223,112,227,35,41,15,94,109,90,28,7,66,496,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Jusuf Nurkic,C,28,PHO,52,52,26.8,5,9.7,0.519,0.8,2.3,0.361,4.2,7.4,0.567,2.4,3.7,0.661,2.2,6.9,9.1,2.9,0.8,0.8,2.3,13.3,1391,262,505,43,119,219,386,127,192,114,357,471,149,43,44,119,694,203994,62,26,12.75806,9.08065,3.17742,1.08065,0.85484,2.01613,4.6129,8.66129,0.64516,2.01613,2.8871,4.46774,2.01613,7.06452,24.2,0
368,Jordan Nwora,SF,24,IND,62,14,19.2,3.1,7.2,0.436,1.4,3.4,0.408,1.7,3.8,0.462,1.1,1.4,0.791,0.8,2.9,3.7,1.4,0.4,0.2,1.1,8.7,1188,194,445,86,211,108,234,68,86,51,178,229,88,24,14,66,542,1629670,65,16.30769,7.72308,3.04615,0.81538,0.33846,0.23077,0.78462,2.90769,6.84615,1.4,3.61538,0.50769,0.58462,0.50769,2.53846,0.4,0
369,Royce O'Neale,SF,29,BKN,76,53,31.7,3,7.8,0.386,2.1,5.5,0.389,0.9,2.3,0.379,0.7,0.9,0.725,0.7,4.3,5.1,3.7,0.9,0.6,1.5,8.8,2409,229,593,163,419,66,174,50,69,55,329,384,283,65,49,114,671,1626220,77,28.7013,6.53247,5.07792,2.27273,1.02597,0.37662,0.94805,2.31169,5.2987,1.36364,3.64935,0.54545,0.66234,0.88312,4.19481,3.5,0
370,Chuma Okeke,PF,24,ORL,27,8,19.2,1.6,4.5,0.352,1,3.2,0.302,0.6,1.3,0.472,0.6,0.8,0.762,1,2.6,3.6,1.4,0.7,0.4,0.6,4.7,518,43,122,26,86,17,36,16,21,26,70,96,37,19,11,17,128,fallback,31,14.09677,5.16129,2.80645,0.93548,0.77419,0.41935,0.45161,1.83871,4.64516,1.03226,3,0.45161,0.51613,0.3871,2.41935,1.6,0
371,Josh Okogie,SG-SF,24,PHO,72,26,18.8,2.3,5.8,0.391,0.9,2.7,0.335,1.3,3,0.442,1.9,2.7,0.724,1.5,2,3.5,1.5,0.8,0.5,0.9,7.3,1350,162,414,66,197,96,217,139,192,109,142,251,105,56,34,63,529,1629006,71,19.70423,7.05634,3.70423,0.95775,0.98592,0.46479,0.87324,2.07042,5.22535,1,3.05634,1.91549,2.61972,1.53521,2.16901,1.2,0
372,Onyeka Okongwu,C,22,ATL,80,18,23.1,4,6.2,0.638,0.1,0.2,0.308,3.9,6.1,0.647,1.9,2.5,0.781,2.7,4.5,7.2,1,0.7,1.3,1,9.9,1849,317,497,4,13,313,484,153,196,217,359,576,81,56,107,81,791,1630168,77,25.7013,11.33766,7.68831,1.37662,0.80519,1.54545,1.14286,4.49351,7.2987,0.12987,0.41558,2.22078,2.84416,3.11688,4.55844,7.8,0
373,Isaac Okoro,SG-SF,22,CLE,76,46,21.7,2.3,4.7,0.494,0.8,2.3,0.363,1.5,2.4,0.617,1,1.4,0.757,0.7,1.8,2.5,1.1,0.7,0.4,0.6,6.4,1652,175,354,62,171,113,183,78,103,52,135,187,87,56,30,42,490,1630171,67,18.70149,5.58209,1.89552,1.14925,0.52239,0.20896,0.55224,1.97015,4.07463,0.50746,1.47761,1.13433,1.46269,0.68657,1.22388,0,0
