Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlayerPictureId
450,Dennis Smith Jr.,PG,25,CHO,54,15,25.7,3.4,8.4,0.412,0.4,2.1,0.216,3,6.3,0.475,0.438,1.4,2,0.736,0.5,2.6,3.1,4.8,1.4,0.5,1.5,2.3,8.8,1390,186,452,24,111,162,341,78,106,27,140,167,261,75,25,82,122,474,fallback
451,Dru Smith,SG,25,TOT,15,1,10.5,1.2,3,0.4,0.3,1.3,0.263,0.9,1.7,0.5,0.456,0.2,0.2,1,0.1,1.5,1.6,1.5,0.7,0.3,0.2,1.5,2.9,158,18,45,5,19,13,26,3,3,2,22,24,22,10,4,3,23,44,fallback
452,Ish Smith,PG,34,DEN,43,0,9.3,1.2,3,0.397,0,0.3,0.167,1.2,2.8,0.42,0.405,0,0.1,0.5,0.1,1.1,1.3,2.3,0.2,0.2,1,0.8,2.5,398,52,131,2,12,50,119,2,4,5,49,54,100,8,7,44,33,108,fallback
453,Jabari Smith Jr.,PF,19,HOU,79,79,31,4.6,11.3,0.408,1.5,4.9,0.307,3.1,6.3,0.487,0.475,2.1,2.6,0.786,1.5,5.7,7.2,1.3,0.5,0.9,1.3,2.9,12.8,2451,364,892,120,391,244,501,162,206,122,447,569,101,43,74,104,227,1010,fallback
454,Jalen Smith,PF,22,IND,68,31,18.8,3.6,7.5,0.476,0.8,2.8,0.283,2.8,4.7,0.593,0.53,1.5,2,0.759,1.9,3.9,5.8,1,0.3,0.9,1.1,2.3,9.4,1279,242,508,54,191,188,317,104,137,129,265,394,66,21,60,72,153,642,fallback
455,Xavier Sneed,SF,25,CHO,4,0,12,1.3,2.5,0.5,0.8,1.5,0.5,0.5,1,0.5,0.65,1,1,1,0,1.3,1.3,1.3,0,0.3,0.8,1.8,4.3,48,5,10,3,6,2,4,4,4,0,5,5,5,0,1,3,7,17,fallback
456,Jeremy Sochan,PF,19,SAS,56,53,26,4.5,9.9,0.453,0.6,2.4,0.246,3.9,7.5,0.519,0.483,1.4,2.1,0.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11,1458,250,552,33,134,217,418,81,116,95,200,295,142,43,23,97,138,614,fallback
457,Jaden Springer,SG,20,PHI,16,2,5.6,1.1,2.2,0.486,0.1,0.3,0.4,0.9,1.9,0.5,0.514,0.4,0.5,0.75,0.4,0.5,0.9,0.5,0.4,0.2,0.2,0.9,2.6,89,17,35,2,5,15,30,6,8,6,8,14,8,7,3,3,15,42,fallback
458,Lamar Stevens,PF,25,CLE,62,25,18.1,2.1,4.6,0.448,0.5,1.5,0.316,1.6,3.1,0.513,0.5,0.6,0.9,0.702,0.8,2.6,3.3,0.5,0.4,0.3,0.4,1.3,5.3,1120,129,288,30,95,99,193,40,57,48,159,207,33,27,19,27,79,328,fallback
459,Isaiah Stewart,C,21,DET,50,47,28.3,3.9,8.8,0.442,1.3,4.1,0.327,2.6,4.7,0.542,0.518,2.2,3,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3,1414,195,441,67,205,128,236,110,149,115,288,403,70,20,34,68,133,567,fallback
460,Max Strus,SF,26,MIA,80,33,28.4,4.1,9.9,0.41,2.5,7,0.35,1.6,2.8,0.559,0.535,1,1.1,0.876,0.6,2.6,3.2,2.1,0.5,0.2,0.9,2.1,11.5,2272,324,790,197,563,127,227,78,89,49,209,258,171,42,12,70,166,923,fallback
461,Jalen Suggs,PG,21,ORL,53,19,23.5,3.5,8.4,0.419,1.2,3.8,0.327,2.3,4.6,0.496,0.493,1.6,2.2,0.723,1,2,3,2.9,1.3,0.5,1.8,2.3,9.9,1246,186,444,66,202,120,242,86,119,55,106,161,155,67,27,94,120,524,fallback
462,Edmond Sumner,SG,27,BRK,53,12,13.9,2.3,5.1,0.461,0.6,1.6,0.356,1.8,3.4,0.511,0.519,1.9,2,0.917,0.2,1.2,1.5,1.3,0.6,0.2,0.9,1.6,7.1,736,124,269,31,87,93,182,99,108,13,66,79,68,31,10,50,83,378,fallback
463,Cole Swider,SF,23,LAL,7,0,5.9,0.4,1.3,0.333,0.4,1.1,0.375,0,0.1,0,0.5,0,0,0,0.1,0.9,1,0.6,0,0,0,0.4,1.3,41,3,9,3,8,0,1,0,0,1,6,7,4,0,0,0,3,9,fallback
464,Jae'Sean Tate,SF,27,HOU,31,7,21.8,3.5,7.4,0.48,0.4,1.5,0.283,3.1,5.9,0.53,0.509,1.6,2.2,0.725,1.3,2.5,3.8,2.7,0.7,0.2,1.5,3.4,9.1,677,110,229,13,46,97,183,50,69,41,77,118,84,21,7,47,106,283,fallback
465,Jayson Tatum,PF,24,BOS,74,74,36.9,9.8,21.1,0.466,3.2,9.3,0.35,6.6,11.8,0.558,0.543,7.2,8.4,0.854,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,2732,727,1559,240,686,487,873,531,622,78,571,649,342,78,51,213,160,2225,fallback
466,Terry Taylor,PF,23,TOT,31,2,8.5,1.3,2.4,0.52,0.2,0.6,0.263,1.1,1.8,0.607,0.553,0.2,0.4,0.545,0.9,0.6,1.5,0.3,0.1,0.2,0.3,0.8,2.9,264,39,75,5,19,34,56,6,11,27,20,47,10,3,6,9,26,89,fallback
467,Garrett Temple,SG,36,NOP,25,0,6.5,0.7,1.8,0.4,0.4,1,0.423,0.3,0.8,0.368,0.522,0.1,0.2,0.75,0.2,0.5,0.7,0.5,0.4,0.1,0.2,0.6,2,162,18,45,11,26,7,19,3,4,5,12,17,13,9,2,4,15,50,fallback
468,Dalen Terry,SG,20,CHI,38,0,5.6,0.8,1.9,0.444,0.2,0.7,0.259,0.7,1.2,0.556,0.493,0.4,0.6,0.667,0.3,0.7,1,0.6,0.3,0.1,0.2,0.6,2.2,214,32,72,7,27,25,45,14,21,12,25,37,22,11,5,8,24,85,fallback
469,Daniel Theis,C,30,IND,7,1,15.6,3,6.3,0.477,0.3,1.6,0.182,2.7,4.7,0.576,0.5,0.7,1.7,0.417,1,2.1,3.1,1.3,0.3,0.9,0.4,1,7,109,21,44,2,11,19,33,5,12,7,15,22,9,2,6,3,7,49,fallback
470,Cam Thomas,SG,21,BRK,57,4,16.6,3.5,8,0.441,0.9,2.3,0.383,2.6,5.7,0.464,0.497,2.6,3.1,0.868,0.1,1.5,1.7,1.4,0.4,0.1,1.1,1,10.6,948,201,456,51,133,150,323,151,174,8,87,95,78,20,7,63,55,604,fallback
471,Klay Thompson,SG,32,GSW,69,69,33,7.9,18.1,0.436,4.4,10.6,0.412,3.6,7.6,0.47,0.556,1.7,1.9,0.879,0.6,3.6,4.1,2.4,0.7,0.4,1.8,1.9,21.9,2279,546,1252,301,731,245,521,116,132,39,247,286,163,49,29,123,130,1509,fallback
472,JT Thor,PF,20,CHO,69,8,14,1.4,3.4,0.399,0.6,1.8,0.317,0.8,1.7,0.487,0.481,0.5,0.7,0.702,0.5,1.7,2.2,0.5,0.3,0.3,0.6,1,3.8,969,95,238,39,123,56,115,33,47,36,116,152,36,22,23,44,66,262,fallback
473,Matisse Thybulle,SG,25,TOT,71,28,16.9,1.5,3.6,0.435,0.8,2.1,0.365,0.8,1.5,0.533,0.542,0.3,0.4,0.679,0.6,1.4,2,0.7,1.2,0.5,0.3,1.6,4.1,1200,110,253,54,148,56,105,19,28,40,100,140,53,83,32,24,113,293,fallback
474,Xavier Tillman Sr.,PF,24,MEM,61,29,19.3,3.1,5,0.614,0.1,0.2,0.267,3,4.8,0.632,0.621,0.8,1.5,0.551,2,3,5,1.6,1,0.5,0.7,1.6,7,1180,188,306,4,15,184,291,49,89,121,186,307,96,58,29,44,97,429,fallback
475,Isaiah Todd,PF,21,WAS,6,1,10.2,0.5,3.2,0.158,0.2,1.7,0.1,0.3,1.5,0.222,0.184,0.3,0.3,1,0.3,1.7,2,0.7,0.2,0,0.3,0.7,1.5,61,3,19,1,10,2,9,2,2,2,10,12,4,1,0,2,4,9,fallback
476,Obi Toppin,PF,24,NYK,67,5,15.7,2.8,6.3,0.446,1.3,3.7,0.344,1.5,2.6,0.593,0.548,0.6,0.7,0.809,0.4,2.4,2.8,1,0.3,0.2,0.6,1,7.4,1050,187,419,85,247,102,172,38,47,29,158,187,66,23,12,38,68,497,fallback
477,Juan Toscano-Anderson,SF,29,TOT,52,9,13.5,1.2,2.8,0.448,0.2,0.8,0.186,1.1,1.9,0.56,0.476,0.4,0.5,0.792,0.5,1.8,2.4,1.3,0.3,0.2,0.7,1.5,3,700,64,143,8,43,56,100,19,24,28,96,124,65,16,10,34,80,155,fallback
478,Karl-Anthony Towns,PF,27,MIN,29,29,33,7.3,14.8,0.495,2.1,5.7,0.366,5.2,9.1,0.576,0.565,4.1,4.7,0.874,1.7,6.5,8.1,4.8,0.7,0.6,3,3.8,20.8,957,212,428,60,164,152,264,118,135,48,188,236,140,20,17,86,111,602,fallback
479,Gary Trent Jr.,SG,24,TOR,66,44,32.1,6.1,14.2,0.433,2.5,6.8,0.369,3.6,7.3,0.493,0.522,2.6,3.1,0.839,0.5,2.2,2.6,1.6,1.6,0.2,0.8,1.5,17.4,2118,405,935,166,450,239,485,172,205,30,143,173,106,104,14,55,102,1148,fallback
480,P.J. Tucker,PF,37,PHI,75,75,25.6,1.3,3,0.427,0.7,1.9,0.393,0.5,1.1,0.482,0.549,0.3,0.3,0.826,1.3,2.7,3.9,0.8,0.5,0.2,0.6,2.4,3.5,1920,96,225,55,140,41,85,19,23,95,200,295,60,39,15,44,180,266,fallback
481,Myles Turner,C,26,IND,62,62,29.4,6.5,11.8,0.548,1.5,4,0.373,5,7.8,0.638,0.612,3.5,4.5,0.783,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5,18,1825,402,733,93,249,309,484,216,276,88,378,466,89,36,140,103,215,1113,fallback
482,Stanley Umude,SG,23,DET,1,0,2,0,1,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,2,2,0,1,0,1,0,0,2,2,0,0,0,0,1,1,0,0,2,fallback
483,Jonas Valanciunas,C,30,NOP,79,79,24.9,5.6,10.3,0.547,0.5,1.4,0.349,5.2,8.9,0.577,0.57,2.3,2.8,0.826,2.8,7.3,10.2,1.8,0.3,0.7,2,3.1,14.1,1968,446,816,38,109,408,707,185,224,225,579,804,140,20,52,159,245,1115,fallback
484,Jarred Vanderbilt,PF,23,TOT,78,65,24.1,3.2,5.8,0.548,0.4,1.2,0.322,2.8,4.6,0.604,0.58,1.2,1.8,0.691,2.2,5.3,7.5,2.4,1.1,0.3,1.2,2.4,7.9,1879,247,451,29,90,218,361,96,139,170,412,582,184,83,21,97,190,619,fallback
485,Fred VanVleet,PG,28,TOR,69,69,36.7,6.3,16.1,0.393,3,8.8,0.342,3.3,7.3,0.455,0.486,3.7,4.1,0.898,0.4,3.6,4.1,7.2,1.8,0.6,2,2.8,19.3,2535,437,1112,207,606,230,506,254,283,30,250,280,495,123,38,140,193,1335,fallback
486,Devin Vassell,SG,22,SAS,38,32,31,6.9,15.7,0.439,2.7,7,0.387,4.2,8.7,0.48,0.525,2.1,2.6,0.78,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5,1178,261,595,103,266,158,329,78,100,8,140,148,136,43,17,57,57,703,fallback
487,Gabe Vincent,PG,26,MIA,68,34,25.9,3.4,8.3,0.402,1.7,5.1,0.334,1.6,3.2,0.512,0.505,1,1.1,0.872,0.4,1.7,2.1,2.5,0.9,0.1,1.4,2.3,9.4,1759,228,567,117,350,111,217,68,78,27,118,145,167,62,5,92,154,641,fallback
488,Noah Vonleh,C,27,BOS,23,1,7.4,0.5,1,0.458,0,0.2,0.25,0.4,0.9,0.5,0.479,0.1,0.1,1,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1,171,11,24,1,4,10,20,2,2,18,30,48,7,2,8,11,35,25,fallback
489,Nikola Vucevic,C,32,CHI,82,82,33.5,7.3,14,0.52,1.5,4.2,0.349,5.8,9.8,0.594,0.573,1.6,1.9,0.835,1.9,9.1,11,3.2,0.7,0.7,1.7,2.2,17.6,2746,597,1148,121,347,476,801,132,158,159,744,903,265,60,57,139,179,1447,fallback
490,Dean Wade,PF,26,CLE,44,13,20.3,1.7,4,0.412,1,2.9,0.354,0.6,1.1,0.56,0.54,0.3,0.5,0.652,0.5,3,3.4,0.8,0.6,0.5,0.4,2,4.7,891,73,177,45,127,28,50,15,23,20,130,150,37,28,21,17,89,206,fallback
491,Franz Wagner,SF,21,ORL,80,80,32.6,6.8,14,0.485,1.6,4.5,0.361,5.2,9.5,0.544,0.543,3.4,4,0.842,0.9,3.2,4.1,3.5,1,0.2,2.1,2.3,18.6,2609,542,1118,130,360,412,758,271,322,70,259,329,283,77,17,167,183,1485,fallback
492,Moritz Wagner,C,25,ORL,57,18,19.5,3.5,6.9,0.5,0.9,2.9,0.313,2.6,4.1,0.631,0.564,2.7,3.2,0.841,1.2,3.3,4.5,1.5,0.6,0.2,1.2,2.4,10.5,1109,198,396,51,163,147,233,153,182,69,190,259,84,37,13,68,136,600,fallback
493,Ish Wainright,SF,28,PHO,60,2,15.3,1.4,3.8,0.37,1,2.9,0.329,0.5,0.9,0.5,0.496,0.4,0.5,0.839,0.8,1.6,2.3,0.9,0.6,0.4,0.4,2,4.2,915,84,227,57,173,27,54,26,31,45,94,139,53,38,22,22,117,251,fallback
494,Jabari Walker,SF,20,POR,56,0,11.1,1.5,3.5,0.419,0.3,1,0.286,1.2,2.5,0.472,0.46,0.6,0.8,0.756,0.9,1.5,2.3,0.6,0.2,0.2,0.5,1.2,3.9,619,83,198,16,56,67,142,34,45,48,83,131,34,10,13,29,69,216,fallback
495,Kemba Walker,PG,32,DAL,9,1,16,2.7,6.3,0.421,0.8,3.1,0.25,1.9,3.2,0.586,0.482,1.9,2.3,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8,144,24,57,7,28,17,29,17,21,3,13,16,19,2,2,4,11,72,fallback
496,Lonnie Walker IV,SG,24,LAL,56,32,23.2,4.2,9.4,0.448,1.6,4.4,0.365,2.6,5,0.522,0.534,1.6,1.9,0.858,0.3,1.7,1.9,1.1,0.5,0.3,0.8,1.3,11.7,1297,236,527,91,249,145,278,91,106,14,95,109,64,30,17,46,71,654,fallback
497,John Wall,PG,32,LAC,34,3,22.2,4.1,9.9,0.408,1,3.2,0.303,3.1,6.7,0.459,0.457,2.3,3.3,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4,755,138,338,33,109,105,229,77,113,14,78,92,178,27,12,80,59,386,fallback
498,T.J. Warren,PF-SF,29,TOT,42,0,16.4,3.1,6.4,0.489,0.5,1.6,0.328,2.6,4.8,0.542,0.53,0.7,0.8,0.8,0.6,2.3,2.9,1,0.5,0.3,0.5,1.5,7.5,687,132,270,22,67,110,203,28,35,26,95,121,40,22,12,20,65,314,fallback
499,Duane Washington Jr.,SG,22,PHO,31,3,12.7,3,8.3,0.367,1.3,3.6,0.36,1.7,4.7,0.372,0.445,0.5,0.8,0.667,0.1,1.1,1.2,2,0.2,0.1,1.1,0.7,7.9,394,94,256,40,111,54,145,16,24,2,34,36,63,6,4,34,23,244,fallback
500,P.J. Washington,PF,24,CHO,73,73,32.6,5.9,13.4,0.444,2,5.9,0.348,3.9,7.5,0.518,0.52,1.7,2.4,0.73,1,3.9,4.9,2.4,0.9,1.1,1.5,2.6,15.7,2380,434,978,149,428,285,550,127,174,73,285,358,175,66,79,110,193,1144,fallback
501,TyTy Washington Jr.,PG,21,HOU,31,2,14,1.9,5.2,0.363,0.6,2.6,0.238,1.3,2.6,0.488,0.422,0.3,0.6,0.556,0.1,1.4,1.5,1.5,0.5,0.1,0.5,0.9,4.7,433,58,160,19,80,39,80,10,18,2,43,45,47,15,2,14,29,145,fallback
502,Yuta Watanabe,SF,28,BRK,58,1,16,2,4,0.491,1,2.3,0.444,0.9,1.7,0.557,0.621,0.6,0.8,0.723,0.5,1.9,2.4,0.8,0.4,0.3,0.4,1.4,5.6,928,114,232,60,135,54,97,34,47,30,111,141,48,25,17,22,80,322,fallback
503,Lindy Waters III,SG,25,OKC,41,0,13,1.7,4.3,0.393,1.4,4,0.358,0.3,0.4,0.75,0.556,0.4,0.5,0.8,0.4,1.4,1.8,0.7,0.3,0.3,0.2,1,5.2,531,70,178,58,162,12,16,16,20,16,59,75,28,14,11,10,42,214,fallback
504,Trendon Watford,PF,22,POR,62,12,19.1,2.9,5.2,0.56,0.4,1,0.391,2.5,4.2,0.602,0.599,1.2,1.6,0.72,0.7,3.2,3.8,2.1,0.5,0.2,1.1,1.9,7.4,1182,181,323,25,64,156,259,72,100,42,196,238,130,32,12,71,118,459,fallback
505,Peyton Watson,SG,20,DEN,23,2,8.1,1.3,2.6,0.492,0.3,0.6,0.429,1,2,0.511,0.542,0.5,0.9,0.55,0.3,1.3,1.6,0.5,0.1,0.5,0.3,0.6,3.3,186,29,59,6,14,23,45,11,20,8,29,37,11,2,11,8,14,75,fallback
506,Blake Wesley,SG,19,SAS,37,1,18.1,1.9,5.8,0.321,0.5,1.4,0.385,1.3,4.4,0.301,0.367,0.7,1.2,0.591,0.3,1.9,2.2,2.7,0.7,0.1,1.8,1.8,5,669,69,215,20,52,49,163,26,44,11,70,81,99,25,5,65,67,184,fallback
507,Russell Westbrook,PG,34,TOT,73,24,29.1,5.9,13.6,0.436,1.2,3.9,0.311,4.7,9.7,0.487,0.481,2.8,4.3,0.656,1.2,4.6,5.8,7.5,1,0.5,3.5,2.2,15.9,2126,432,991,89,286,343,705,206,314,89,334,423,551,76,33,255,162,1159,fallback
508,Coby White,SG,22,CHI,74,2,23.4,3.6,8,0.443,1.7,4.6,0.372,1.8,3.4,0.54,0.551,0.8,0.9,0.871,0.2,2.6,2.9,2.8,0.7,0.1,1,1.6,9.7,1730,263,594,128,344,135,250,61,70,16,196,212,204,54,6,74,122,715,fallback
509,Derrick White,SG,28,BOS,82,70,28.3,4.3,9.2,0.462,1.8,4.8,0.381,2.5,4.5,0.548,0.56,2,2.3,0.875,0.6,2.9,3.6,3.9,0.7,0.9,1.2,2.2,12.4,2319,350,758,149,391,201,367,168,192,52,241,293,321,54,76,95,177,1017,fallback
510,Jack White,SF,25,DEN,17,0,3.9,0.5,1.1,0.421,0.2,0.5,0.333,0.3,0.6,0.5,0.5,0.1,0.2,0.667,0.4,0.6,1,0.2,0.2,0.1,0.1,0.5,1.2,66,8,19,3,9,5,10,2,3,6,11,17,4,3,2,2,9,21,fallback
511,Joe Wieskamp,SF,23,TOR,9,0,5.6,0.3,1.6,0.214,0.3,1.3,0.25,0,0.2,0,0.321,0,0,0,0,0.4,0.4,0.3,0,0,0.1,0.3,1,50,3,14,3,12,0,2,0,0,0,4,4,3,0,0,1,3,9,fallback
512,Aaron Wiggins,SG,24,OKC,70,14,18.5,2.7,5.2,0.512,0.7,1.7,0.393,2,3.4,0.573,0.579,0.8,1,0.831,1,2,3,1.1,0.6,0.2,0.8,1.6,6.8,1297,186,363,48,122,138,241,59,71,68,142,210,80,39,15,55,110,479,fallback
513,Andrew Wiggins,SF,27,GSW,37,37,32.2,6.8,14.3,0.473,2.4,6.1,0.396,4.4,8.2,0.53,0.557,1.2,1.9,0.611,1.6,3.4,5,2.3,1.2,0.8,1.3,2.9,17.1,1190,250,529,89,225,161,304,44,72,61,125,186,85,45,28,48,107,633,fallback
514,Lindell Wigginton,PG,24,MIL,7,1,12.4,2.6,5.3,0.486,0.9,2.6,0.333,1.7,2.7,0.632,0.568,1.1,1.3,0.889,0,1,1,2,0,0.3,1.7,1,7.1,87,18,37,6,18,12,19,8,9,0,7,7,14,0,2,12,7,50,fallback
515,Alondes Williams,SG,23,BRK,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,fallback
516,Donovan Williams,SG,21,ATL,2,0,2,1,2.5,0.4,0,1,0,1,1.5,0.667,0.4,0,0,0,0,1,1,0,0,0,0,0,2,4,2,5,0,2,2,3,0,0,0,2,2,0,0,0,0,0,4,fallback
517,Grant Williams,PF,24,BOS,79,23,25.9,2.7,6,0.454,1.5,3.7,0.395,1.3,2.3,0.546,0.575,1.2,1.5,0.77,1.1,3.5,4.6,1.7,0.5,0.4,1,2.4,8.1,2045,216,476,115,291,101,185,94,122,87,276,363,131,41,31,82,192,641,fallback
518,Jalen Williams,SG,21,OKC,75,62,30.3,5.5,10.6,0.521,1,2.7,0.356,4.5,7.9,0.579,0.567,2.1,2.5,0.812,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.5,14.1,2276,414,794,73,205,341,589,155,191,84,253,337,248,103,35,123,191,1056,fallback
519,Jaylin Williams,PF,20,OKC,49,36,18.7,2.1,4.8,0.436,0.9,2.3,0.407,1.1,2.5,0.463,0.534,0.8,1.1,0.704,0.9,4,4.9,1.6,0.6,0.2,0.8,2.3,5.9,914,102,234,46,113,56,121,38,54,44,197,241,76,28,12,37,111,288,fallback
520,Jeenathan Williams,SG,23,POR,5,4,25.4,4.8,7.8,0.615,0.6,1.6,0.375,4.2,6.2,0.677,0.654,0.4,0.6,0.667,2,1,3,2,0.6,0.4,0.8,2.6,10.6,127,24,39,3,8,21,31,2,3,10,5,15,10,3,2,4,13,53,fallback
521,Kenrich Williams,PF,28,OKC,53,10,22.8,3.4,6.5,0.517,0.9,2.5,0.373,2.4,4,0.608,0.59,0.3,0.7,0.436,1.8,3.1,4.9,2,0.8,0.3,0.6,2.1,8,1206,179,346,50,134,129,212,17,39,97,164,261,105,45,14,32,112,425,fallback
522,Mark Williams,C,21,CHO,43,17,19.3,3.7,5.8,0.637,0,0,0,3.7,5.8,0.637,0.637,1.6,2.3,0.691,2.2,4.9,7.1,0.4,0.7,1,0.9,2.2,9,828,160,251,0,0,160,251,67,97,93,211,304,18,28,45,40,94,387,fallback
523,Patrick Williams,PF,21,CHI,82,65,28.3,3.8,8.3,0.464,1.4,3.4,0.415,2.4,4.9,0.498,0.549,1.1,1.3,0.857,1,3,4,1.2,0.9,0.9,1.2,1.8,10.2,2323,314,677,115,277,199,400,90,105,78,249,327,100,72,70,101,147,833,fallback
524,Robert Williams,C,25,BOS,35,20,23.5,3.6,4.9,0.747,0,0,0,3.6,4.8,0.751,0.747,0.7,1.2,0.61,3,5.4,8.3,1.4,0.6,1.4,1,1.9,8,824,127,170,0,1,127,169,25,41,104,188,292,50,22,48,34,68,279,fallback
525,Vince Williams Jr.,SG,22,MEM,15,1,7,0.8,2.7,0.3,0.3,1.9,0.143,0.5,0.8,0.667,0.35,0.1,0.1,1,0.3,0.7,1,0.3,0.4,0.1,0.3,0.8,2,105,12,40,4,28,8,12,2,2,4,11,15,4,6,2,5,12,30,fallback
526,Ziaire Williams,SF,21,MEM,37,4,15.2,2.3,5.3,0.429,0.7,2.6,0.258,1.6,2.7,0.596,0.492,0.5,0.6,0.773,0.4,1.7,2.1,0.9,0.4,0.2,1,1.6,5.7,561,84,196,25,97,59,99,17,22,16,63,79,35,14,6,37,58,210,fallback
527,Zion Williamson,PF,22,NOP,29,29,33,9.8,16.2,0.608,0.2,0.7,0.368,9.6,15.5,0.618,0.615,6.1,8.6,0.714,2,5,7,4.6,1.1,0.6,3.4,2.2,26,956,285,469,7,19,278,450,177,248,58,144,202,133,32,16,99,65,754,fallback
528,Dylan Windler,SF,26,CLE,3,0,3.3,0.7,1,0.667,0.3,0.7,0.5,0.3,0.3,1,0.833,0,0,0,0,0,0,0.3,0.3,0,0.3,0,1.7,10,2,3,1,2,1,1,0,0,0,0,0,1,1,0,1,0,5,fallback
529,Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,0.409,0.5,1.6,0.311,2.3,5.3,0.438,0.444,0.7,1,0.714,1.7,3.3,5,3.4,1,0.4,1.5,3.1,6.8,776,81,198,14,45,67,153,20,28,49,96,145,98,30,11,43,89,196,fallback
530,James Wiseman,C,21,TOT,45,22,19.3,4.2,7.5,0.558,0.1,0.4,0.2,4.1,7.1,0.58,0.563,1.5,2.2,0.701,1.6,4.3,5.9,0.7,0.2,0.6,1.1,2.4,10,867,189,339,4,20,185,319,68,97,73,194,267,30,7,27,51,108,450,fallback
531,Christian Wood,C,27,DAL,67,17,25.9,5.9,11.5,0.515,1.6,4.2,0.376,4.3,7.3,0.594,0.583,3.2,4.2,0.772,1.3,6,7.3,1.8,0.4,1.1,1.8,2.5,16.6,1738,396,769,105,279,291,490,217,281,87,404,491,121,30,72,121,169,1114,fallback
532,Delon Wright,PG,30,WAS,50,14,24.4,2.8,5.8,0.474,0.8,2.4,0.345,1.9,3.4,0.564,0.545,1,1.2,0.867,1.2,2.4,3.6,3.9,1.8,0.3,0.9,1.2,7.4,1221,138,291,41,119,97,172,52,60,58,122,180,194,92,17,44,59,369,fallback
533,McKinley Wright IV,PG,24,DAL,27,1,12.4,1.7,3.6,0.469,0.3,1,0.321,1.4,2.6,0.529,0.515,0.5,0.7,0.684,0.3,1.4,1.7,2.1,0.3,0.2,0.7,0.9,4.2,335,46,98,9,28,37,70,13,19,9,38,47,58,8,5,19,24,114,fallback
534,Gabe York,SG,29,IND,3,0,18.7,2.7,7,0.381,2,6,0.333,0.7,1,0.667,0.524,0.7,0.7,1,0,2,2,1.7,0.7,0,0,1.7,8,56,8,21,6,18,2,3,2,2,0,6,6,5,2,0,0,5,24,fallback
535,Thaddeus Young,PF,34,TOR,54,9,14.7,2,3.7,0.545,0.1,0.6,0.176,1.9,3,0.622,0.561,0.3,0.5,0.692,1.3,1.8,3.1,1.4,1,0.1,0.8,1.6,4.4,795,108,198,6,34,102,164,18,26,71,95,166,75,54,5,42,88,240,fallback
536,Trae Young,PG,24,ATL,73,73,34.8,8.2,19,0.429,2.1,6.3,0.335,6.1,12.7,0.476,0.485,7.8,8.8,0.886,0.8,2.2,3,10.2,1.1,0.1,4.1,1.4,26.2,2541,597,1390,154,460,443,930,566,639,56,161,217,741,80,9,300,104,1914,fallback
537,Omer Yurtseven,C,24,MIA,9,0,9.2,1.8,3,0.593,0.3,0.8,0.429,1.4,2.2,0.65,0.648,0.6,0.7,0.833,0.9,1.7,2.6,0.2,0.2,0.2,0.4,1.8,4.4,83,16,27,3,7,13,20,5,6,8,15,23,2,2,2,4,16,40,fallback
538,Cody Zeller,C,30,MIA,15,2,14.5,2.5,3.9,0.627,0,0.1,0,2.5,3.8,0.649,0.627,1.6,2.3,0.686,1.7,2.6,4.3,0.7,0.2,0.3,0.9,2.2,6.5,217,37,59,0,2,37,57,24,35,25,39,64,10,3,4,14,33,98,fallback
539,Ivica Zubac,C,25,LAC,76,76,28.6,4.3,6.8,0.634,0,0,0,4.3,6.7,0.637,0.634,2.2,3.1,0.697,3.1,6.8,9.9,1,0.4,1.3,1.5,2.9,10.8,2170,326,514,0,2,326,512,166,238,236,520,756,77,29,98,117,219,818,fallback
